psraid,cregion,fips,state,kidage,kidgen,age,educ,income,playgame,k17game,k28game
9326,2,27123,27,12,2,51,5,6,1,,
10065,2,27037,27,14,2,42,7,6,1,NONE,
3652,2,29001,29,12,2,32,3,6,1,"BEJWELED, RUNESCAPE, WEBKINZ",DON'T REMEBER
9254,2,29053,29,14,2,42,5,6,1,"THE SIMS, ROLLERCOASTER TYCOON, ZOO TYCOON",
12093,2,29081,29,15,1,37,6,5,1,"NEED FOR SPEED: CARBON, SHELL SHOCKED, GHOST RECON",
13459,4,6029,6,16,2,40,1,3,1,"DONKEY KONG, JIMMY NEUTRON, PUZZLE GAME",
18602,4,6029,6,15,2,44,3,3,1,RUNESCAPE AND SPIRO,ENGLISH AND MATH GAMES INCREASING KNOWLEDGE
17749,4,6029,6,16,1,46,7,8,1,"GUITAR HERO, HALO, ASSASSIN'S CREED",
601,4,6037,6,15,1,45,1,1,1,"MADDEN, NCAA, FORD RACING",ORGAN TRAIL
1888,3,28043,28,13,1,44,6,7,1,"HALO 3, METROID FUSION, RUNESCAPE",
6136,3,28095,28,13,1,59,2,4,1,"NFL STREET FOOTBALL, NEED FOR SPEED CARBON, NCAA BBALL",
6097,3,28151,28,12,2,30,3,3,1,"SOLITARE, PINBALL",
1358,3,13067,13,12,1,40,7,8,1,"STAR WARS BATTLEFRONT 1, STAR WARS BATTLE FRONT 2, LEGO STAR WARS",
13086,3,13063,13,14,2,49,3,9,1,,
12767,3,13063,13,17,2,47,4,2,1,RACE CAR GAME YOU CAN FIND ON THE INTERNET,
7914,3,13097,13,12,2,35,6,8,1,"WEB KING,",
9276,2,38017,38,14,2,47,6,3,1,"ROLLER TYCOON, SIMS, SOLITARE",
1491,2,38055,38,12,2,43,6,8,0,,
10174,2,38037,38,17,1,38,5,4,1,"PRODJECT EIGHT, GUITAR HERO, MEDAL OF HONOR",WORLD OF EGYPT
18963,2,38003,38,12,1,41,7,7,1,"POKEMON DIAMOND OR PEARL, DRAWN TO LIFE, WII SPORTS",
6022,4,32003,32,14,1,49,3,4,1,"HALO 3, DEVIL MAY CRY 3, NEED FOR SPEED CARBON",WEBSITE WITH A BUNCH OF GAMES
17924,4,32003,32,13,1,32,5,7,1,"WORLD OF WARCRAFT, GRAND THEFT AUTO",
14439,4,32003,32,14,1,52,5,4,1,"PAWN GAME, SOLITAIRE, SCRABBLE",
8938,4,32003,32,13,2,31,5,3,1,"BEJEWLED, WII,  MORTAL KOMBAT",
17896,4,32003,32,17,2,39,5,3,1,"THE SIMS 2, NARUTO, DANCE DANCE REVOLUTION",
11268,4,32003,32,14,1,50,3,4,1,"GEARS OF WAR, SKATE, RAINBOW SIX VEGAS",BRAIN TOP
14735,4,32003,32,17,1,42,5,3,1,"GOD OF WAR, CALL OF DUTY",
1513,3,51059,51,13,1,35,3,3,1,"HALO 3, OVERLORD, GEARS OF WAR",MATH GAMES
6782,3,51107,51,12,2,36,6,5,1,"NANCY DREW, LUXOR, HOLIDAY EXPRESS",
17596,3,51059,51,16,2,49,7,8,1,NO FAVORITE GAMES,
11993,3,51059,51,16,1,45,4,1,1,DK,
11789,3,51153,51,13,2,44,5,8,1,"GIUTAR HERO, THE SIMS, BRAIN AGE",
11509,3,51059,51,17,1,50,7,8,1,"NEED FOR SPEED MOST WANTED, UNDERGROUND 1, UNDERGROUND 2",TRIVIA QUIZ FOR SCIENCE
9070,3,51059,51,13,2,46,3,4,1,"THE SIMS, MIDNIGHT CLUB, ANOTHER SIMS GAME",
18662,3,37119,37,13,2,47,6,7,1,"SIMS, MARIO",TYPING GAME
17528,3,37097,37,12,1,41,6,4,1,"MADDEN, CALL OF DUTY 4, GUITAR HERO",FUN BRAIN STUDY ISLAND
5636,3,37119,37,13,2,37,6,7,1,"RACING GAMES, SPORTS GAMES, DANCE DANCE REVOLUTION",
7910,3,37119,37,17,2,57,3,4,1,"DANCE DANCE REVOLUTION, GUITAR HERO, FINAL FANTASY",
3767,3,37179,37,12,1,44,6,7,1,"TONY HAWK, RATCHET AND CLANK, HALO",MAP QUIZ
1831,3,13237,13,15,2,48,4,7,1,"ZUMA, BOOKWORM, SCRABBLE",EDUCATIONAL
8621,3,13245,13,17,1,50,5,9,1,"MADDEN 08, NFL GAME, NEED FOR SPEED",NO I DON'T REMEMBER
9585,4,6095,6,13,2,37,4,4,1,TAONAGCHEE TOWN,LAB GAME
4877,4,6015,6,17,1,52,6,2,1,"ASSASSIN'S CREED, MADDEN 08",
10948,4,6097,6,15,1,54,7,5,1,"WORLD OF WARCRAFT, ELDERS SCROLLS FOR:OBLIVION",
8665,4,6095,6,17,2,58,7,6,1,"MARIO, ZELDA, HALO",
17736,4,6033,6,17,2,55,5,2,1,"TETRIS, SOLITAIRE, MARIO",
17708,4,6097,6,17,1,46,5,6,1,"PRINCE OF PERSIA, NBA GAMES, RACING GAMES",TYPING CLASSES
10144,2,17031,17,16,1,50,5,8,1,"MADDEN 08, NBA 08, MLB THE SHOW 07",
10165,2,17031,17,15,2,44,3,3,1,"THE SIMS 2, PERFECT DARK ZERO, TETRIS, NEED FOR SPEED",
9777,2,17197,17,15,2,47,7,8,1,"JACK RACING, TAILS OF SYMPHONIS, TAILS OF THE ABYSS",
18945,2,17031,17,17,2,48,6,9,1,"CARD GAME, SUDOKO, BEJEWLLED",ROLLER COASTER TYCOON
8012,2,17031,17,15,1,37,5,7,1,"ENTER THE MATRIX, KNIGHTS OF THE OLD REPUBLIC, BLACK",
9362,2,17031,17,14,2,38,5,4,1,"MORTAL KOMBAT, GRAND THEFT AUTO, BURNOUT",
18950,2,17031,17,12,2,44,6,2,1,"MARIO AND SONIC AT THE GAMES, INTENDOGS, AND MARIO PARTY DS",CARMAN SANDIEGO
10805,2,19119,19,13,2,47,2,4,1,"TRUTH OR DARE, THE SIMS, MONOPOLY",FUN BRAIN
12086,2,19143,19,17,2,55,7,6,1,,
5409,2,19155,19,15,1,33,5,6,1,"HALO, WORLD OF WARCRAFT, NEED FOR SPEED",WORLD OF WARCRAFT
17684,3,48201,48,16,1,46,4,2,1,"MADDEN, NBA LIVE, NCAA",
2959,4,6059,6,16,1,43,4,3,1,"BATTLEFIELD, WORLD OF WARCRAFT, SUPER SMASH BROTHERS",
18610,4,6059,6,12,2,44,4,6,1,"TADS, BARBIES FASHION SHOW, LITTLE PET SHOP",
17746,4,6059,6,17,1,47,1,9,1,,
19188,4,6059,6,14,1,48,5,6,1,"WII SPORTS, SUPER MARIO GALAXY, GUITAR HERO",
17658,2,55137,55,13,1,36,3,6,1,"SCARFACE, NEED FOR SPEED CARBON, GUITAR HERO 3",
18975,2,55135,55,14,1,46,3,7,1,"GUITAR HERO, MADDEN, NHL",
1901,2,55091,55,12,2,40,4,6,1,"TETRIS, CALWONDER, COLLASPE",DON'T REMEMBER
2348,2,55099,55,15,2,46,3,4,1,"THE SIMS, GRAND THEFT AUTO, COLLEGE FOOTBALL",MATH GAMES
9543,2,55141,55,16,1,50,6,7,0,,
8068,2,55073,55,16,1,41,3,7,1,"SUPERMARIO GALAXY, MADDEN,",
12687,2,55107,55,15,1,46,3,6,1,"MADDEN 08, GUITAR HERO, HALO 3",
2309,1,36029,36,15,2,44,6,7,1,,
18445,1,36029,36,13,1,38,5,7,1,"NHL 2006, THE WII SPORTS, AND DRIVER III",MATH GAMES
11323,1,36013,36,13,1,31,3,5,1,"NBA, NFL, NEED FOR SPEED",
14154,1,36063,36,17,2,35,6,6,0,,
6750,1,36029,36,16,1,46,5,1,1,"FINAL FANTASY, MADDEN, TONY HAWK PRO SKATER",
14073,1,42133,42,13,1,44,6,7,1,"MEDAL OF HONOR FRONTLINE, NEED FOR SPEED UNDERGROUND 2, NEED FOR SPEED CARBON",
4145,1,42133,42,15,1,31,6,7,1,"MADDEN NFL 2008, BASKETBALL",
17548,1,42071,42,16,2,56,6,8,1,SOLTAIRE,
17634,1,42001,42,16,2,50,5,5,1,"RESIDENT EVIL, MEDAL OF HONOR, GRAND THEFT AUTO",
13765,1,42071,42,16,1,45,5,6,1,"NEED FOR SPEED, MADDEN, NBA LIVE",
10655,1,42133,42,15,1,34,6,3,1,"GRAND THEFT AUTO, RUNESCAPE, GUITAR HERO",I CAN'T THINK OF THE NAME-SOME TYPE OF MATH GAME
12903,1,42055,42,17,2,47,6,6,1,"MARIO GALAXY, METROID, ZELDA",
6259,1,42043,42,12,1,57,2,7,1,"MADDEN 07, NCAA 08, HALO 3",
6384,1,42055,42,15,1,42,3,7,1,"WAR ROCK, CALL OF DUTY 4, GUITAR HERO 3",
7235,1,42001,42,13,2,37,3,7,1,"GUITAR HERO, MONKEY BALL, SNOWBOARDING ADVENTURE",DON'T REMEMBER
17532,1,42055,42,12,1,41,3,5,1,"RUNESCAPE, POKEMON GAMES, AGE OF EMPIRES",
12597,1,42133,42,13,2,45,5,4,1,BOARD CARD AND OUTSIDE GAME,
9990,1,42133,42,14,1,48,3,6,1,"RUNESCAPE, WORLD OF WARCRAFT",
17899,1,36005,36,12,1,49,3,9,1,"POKEMON, MAPLE STORY, POKEMON (ANOTHER ONE)",
598,1,36081,36,12,1,32,3,9,1,"NBA 07, MADDEN 07",FUN BRAIN
18643,1,36047,36,13,2,30,5,6,1,,
3843,1,36005,36,17,1,42,3,2,1,,
6670,1,36081,36,17,2,42,5,3,1,"SOLITAIRE, FREE CELL, THE SIMS",
7901,1,36081,36,12,1,40,6,6,1,"HALO 3, ASSASSIN'S CREED, SMACK DOWN VS.RAW 2008",
17530,1,36005,36,14,2,49,2,1,1,"GRAND THEFT AUTO, HALO, THE SIMS",SOLITAIRE
17679,1,36005,36,16,1,41,5,7,1,"HALO 1, HALO 2",
7373,1,36005,36,13,1,39,3,5,1,"BASKETBALL, STREET FIGHTER, MORTAL KOMBAT",FAMILY FUED
11782,1,36047,36,16,1,42,3,1,1,GRAND THEFT AUTO,IMAGINING OBJECTS FOR A CLASS
11748,1,36081,36,16,1,36,2,7,1,"HALO 3, NBA STREET: HOMECOURT, NEED FOR SPEED: MOST WANTED",NO RESPONSE
17988,1,36085,36,13,1,54,3,7,1,"RESIDENT EVIL 4, .HACK, ORIGANL MARIO",
9141,4,8041,8,12,2,35,5,1,1,"SPLINTER CELL, SPIDERMAN, LEGO STARWARS EPISODE 1-3",
1937,4,8089,8,14,1,38,6,8,1,DK,
18014,4,8041,8,14,2,40,6,5,0,,
18055,4,8041,8,15,2,55,7,7,1,"ZELDA, MARIO AND GRETZY & NHL",
13262,4,8041,8,12,1,39,5,8,1,"HALO 3 ASSASSIN'S CREED, SKATE",
9285,1,42129,42,15,1,40,3,4,1,"RESIDENT EVIL 4, NEED FOR SPEED CARBON, CALL OF DUTY 3","HANGMAN, BATTLESHIP"
13709,1,42007,42,16,1,48,4,6,1,"MADDEN, NHL 2008, GRAND THEFT AUTO",LEMONADE STAND
5822,1,42051,42,13,2,33,4,2,1,"THE STRATEGY GAME, THE PUZZLE GAMES AND THE EDUCATIONAL GAMES THAT YOU HAVE TO FIGURE OUT, I DON'T K",
6354,1,42051,42,14,2,42,3,7,1,"GUITAR HERO 1, GUITAR HERO 2, GUITAR HERO 3",COCO GOES TO HER GRANDMA
6761,1,42019,42,12,1,42,6,8,1,"GUITAR HERO III, MADDEN, HALO",GIZMOS AND GAGETS
4967,3,12103,12,12,2,36,6,6,1,TYCOON ZOO,BRAIN POP
2905,3,12103,12,17,1,55,5,6,1,"MADDEN, HALO, MLB",
6932,3,12103,12,12,1,44,5,7,1,"STAR WARS BATTLEFRONT 2, DEFEND YOUR CASTLE, DRAGON BALL Z 3",CITY CREATOR
877,3,47183,47,16,1,50,3,9,1,"GUITAR HERO, MADDEN, AND NCAA",
6352,1,34023,34,17,1,57,6,8,1,"GRAND THEFT AUTO: SAN ANDREAS, BATTLEFIELD 2, PROJECT GOTHAM RACING 2",
3077,1,34023,34,13,2,42,5,5,1,"SNOWBOARDING, DEAL OR NO DEAL",UNBRAIN
8778,1,34023,34,15,2,42,7,7,0,,
18508,1,34025,34,16,1,52,3,7,1,CALL OF DUTY4 ROCK BAND MARIO PARTY8,
11314,1,34029,34,16,2,53,5,9,1,"SOLITAIRE, NO OTHER GAMES ON A COMPUTER",
4296,1,34039,34,13,1,42,7,8,1,"WORLD OF WARCARFT, HALO 3, RED ALERT 2",
4001,1,34023,34,16,2,50,7,8,1,,
18368,1,34023,34,15,2,55,9,9,1,"GUITAR HERO, DANCE  DANCE REVOLUTION, AND UM SIMS",
5759,1,34025,34,12,1,48,6,8,1,,
3565,1,34023,34,16,1,45,6,7,1,,
11474,1,34029,34,15,1,35,6,8,1,"MADDEN, NBA LIVE, CALL OF DUTY 4",DON'T KNOW
18344,2,26163,26,12,1,46,3,4,1,"HALO, HALO 2, HALO 3",
18366,2,26163,26,15,1,31,5,5,1,"XMEN GAME, FINAL FANTASY,SOLTAIRE",
13056,2,26163,26,17,1,35,2,3,1,"WORLD OF WARCRAFT, HALO 3, GRAND THEFT AUTO",
9749,2,26163,26,16,2,45,5,8,1,"GUITAR HERO, DANCE DANCE REVOLUTION",
18328,2,26161,26,15,2,53,7,8,1,JETMAN,
8610,2,39101,39,17,1,47,5,3,1,"ZELDA, NEED FOR SPEED, RESIDENT EVIL",
2256,2,39129,39,17,2,52,2,4,1,"TETRIS, PACMAN, BEJEWELED",
18352,2,39013,39,12,2,58,3,3,1,BAKETBALL RACINNG MADDEN,
18279,2,39089,39,17,1,48,6,8,1,"MADDEN, DDR, NEED FOR SPEED",
13284,3,51550,51,14,2,34,4,8,1,"GUITAR HERO, GUITAR HERO II, GUITAR HERO III: LEGENDS OF ROCK",FLING THE TEACHER...A GAME ABOUT CIVICS.
6479,3,51093,51,13,1,48,6,8,1,"GUITAR HERO 3, MADDEN 2008, HALO 3",
4992,3,51700,51,16,1,47,3,8,1,"CALL OF DUTY 4, HITMAN, OBLIVION",
6044,3,51550,51,14,2,44,3,9,1,"SOLITAIRE, SPIDER, MATH FOOTBALL GAME",MATH FOOTBALL
11202,3,51810,51,17,1,45,7,6,1,"ASSASSIN'S CREED, DEVIL MAY CRY, RISE OF NATIONS.",
4963,3,51650,51,16,1,42,6,7,1,"MADDEN 07, SUPER SMASH MELEE, WII SPORTS",KEYBOARDING SKILLS 2000
11750,3,51700,51,13,2,48,7,8,1,"SOLITAIRE, MARIO, SOME SPORTS, ANYTHING THAT HAS TO DO WITH SPORTS",
18329,3,51199,51,16,2,49,5,6,1,"CHECKER, REVERSEE",
8572,3,51800,51,13,1,42,5,6,1,"MADDEN, GRAND THEFT AUTO, NBA LIVE",
9633,4,6071,6,17,1,45,5,7,1,"GUITAR HERO I, GUITAR HERO II, GUITAR HERO III",
7327,4,6065,6,16,1,47,5,6,1,"ASSASIN'S CREED, HALO 3, KINDOM HEARTS",
18620,4,6065,6,13,2,35,6,3,1,I DON'T REALLY HAVE ANY,
10226,4,6025,6,12,2,44,5,4,1,NONE,
18619,4,6073,6,14,1,35,5,6,1,"GUITAR HERO, HALO 3, RUNESCATE.COM",
1909,4,6071,6,17,2,38,2,9,1,,
4857,4,6073,6,12,2,21,2,9,1,"BARBIE, HANNAH MONTANA, THAT'S SO RAVEN",
18933,4,6073,6,16,1,52,6,8,1,"DANCE DANCE REVOLUTION, FINAL FANTASY 11, WARHAWK",
12223,4,6025,6,13,1,32,3,3,1,"WORLD OF WAR CRAFT, RUNESCRAPE, TERRITORY WARS",RAP
19155,4,6071,6,13,2,35,6,8,1,"WII SPORTS, WII PLAY, HALO 3",
13446,2,27053,27,12,2,37,5,4,1,CLUB PENGUIN,
6871,2,27171,27,12,2,45,5,6,1,GUITAR HERO,
4198,2,27053,27,13,1,49,6,6,1,"COMMAND AND CONQUER RED ALERT URI'S REVENGE, CLUE, CENTIPEDE","IT WAS A GAME WHERE YOU HAVE TO LIVE LIFE AS IF YOUR GROWN UP AND HAD A JOB, IT WAS SOME KIND OF SIMULATION GAME"
19184,2,27053,27,17,2,50,3,5,1,SUPER MAIO,
8077,2,27003,27,12,1,42,5,6,1,"HARVEST MOON, WONDERFUL: SPECIAL ADDITION, FUTURE TOOLS OF DESTRUCTION",MEDIA LITEREACY GAME
18367,2,27003,27,15,1,31,5,8,1,"HALO, ATV OFF ROAD SERIES MLB BASEBALL",OREGON TRAIL
18387,2,18023,18,16,2,37,5,1,1,GUITAR HERO AND THE WII,
18351,2,18035,18,16,2,75,3,1,1,,
10649,2,18065,18,17,2,36,1,5,1,"TETRIS, THE SIMS, GUITAR HERO",
18236,2,18139,18,12,2,45,5,1,1,"TWISTER, DEAL OR NO DEAL, AND GAMES ON THE COMPUTER, TV SHOW GAMES ON THE DISNEY CHANNEL, LIKE CODY-",
3140,2,18095,18,12,1,43,5,6,1,"SCARFACE, GRAND THEFT AUTO: SAN ANDREAS, GRAN TURISMO",BOARD GAME IN HEALTH
6362,2,18047,18,16,1,41,3,8,1,"RESIDENT EVIL, GUITAR HERO, GRAND THEFT AUTO",
497,2,18161,18,13,1,47,3,7,1,"STAR WARS, CABELA'S AFRICAN SAFARI, ATV OFF ROAD FURY",
5031,2,18035,18,15,2,39,7,5,1,"ZELDA, CHESS, OTHELLO",
10310,2,18135,18,13,1,43,3,3,1,"MADDEN 08, HALO 3, NHL 2K7",
3787,2,18171,18,14,1,48,7,9,1,,
18300,3,13255,13,17,1,45,3,8,1,"NCAA 08, NFL BLISS, MIDNIGHT CLUB",
18314,3,13297,13,12,2,49,2,6,1,,
4558,3,13135,13,15,2,40,7,7,1,,
7484,3,13135,13,12,2,44,6,8,1,"TETRIS, GUITAR HERO, BEJEWELED",
13539,3,13233,13,16,2,48,5,7,1,"GUITAR HERO, ROCK BAND, ASSASIN'S CREED",
6344,3,13135,13,12,1,46,6,9,1,"MADDEN 07, NBA LIVE 08, MARIO AND SONIC AT THE OLYPMIC GAMES",BUILD A FISH
10907,3,13117,13,15,2,48,6,8,1,MARIO PARTY,
5920,3,13151,13,16,1,36,7,8,1,"SUPER SMASH BROS, GEARS OF WAR, DANCE DANCE REVOLUTION",DNA SCRAMBLE
18652,3,13135,13,14,2,50,7,3,1,"THE SIMS, EA BASEBALL GAME",
10557,3,12111,12,15,1,42,6,7,1,"FINAL FANTASY, HALO 2, HALO 3, WORLD OF WARCRAFT",KEYBOARD TYPING GAME
12522,3,12111,12,16,2,46,3,6,1,"NEED FOR SPEED, MARIO, SMASH BROTHERS",
4396,2,17031,17,15,1,37,6,3,1,"GRAND THEFT AUTO, MADDEN, NBA 2K SERIES",
14221,2,17031,17,15,1,56,4,9,1,BURNOUT,FRENCH
56,1,25021,25,13,2,36,5,6,1,"SSX TRICKY, THE HOOKUP, DANCE DANCE REVOLUTION",
1651,4,32005,32,15,2,48,3,8,1,"SOITAIRE, TETRIS, GUITAR HERO",GAMES ON THE INTERNET
19065,4,32019,32,15,1,40,3,6,1,"NFL BLITZ, FINAL FANTASY, GUITAR HERO","A GAME FOR SPANISH, A WORD MATCHING THING"
2892,4,32031,32,17,1,41,2,9,1,"MARIO, BRAINQUEST",GO VENTURE
1490,4,32031,32,12,2,32,1,2,1,"BATTLE BEATLE, TETRIS, PAC-MAN",
11672,1,25017,25,15,1,46,5,8,1,GUITAR HERO,GREEN BLOB FOR MATH TO DETERMINE THE RADIUS OF THE GREEN BLOB. X=..EQUATION. HOW BIG OR SMALL THE CIRCLE WAS.
9933,1,25017,25,13,2,31,5,9,1,"DANCE DANCE REVOLUTION, GUITAR HERO, MADDEN SPORTS GAMES",
3838,1,25023,25,17,2,42,6,9,1,DK,
6881,1,25023,25,12,1,45,6,8,1,"CALL OF DUTY 4, MADDEN 08, NHL 08",
2987,2,20177,20,17,2,44,5,2,1,"MEGAMAN BATTLE NETWORK, MARIO GOLF, METEOS",
12692,2,20149,20,15,2,49,5,9,1,"MINESWEEPER, SOLITAIRE, SPEED RACER",OREGON TRAIL
19101,2,20161,20,17,2,38,7,4,1,"ZELDA, MARIO, AND FINALY FANTASY",
10177,4,49049,49,13,1,49,5,7,1,"SPORTS GAMES, FIRST PERSON GAMES",
18636,4,49057,49,16,1,41,5,6,1,PAINT BALL,ROLLER TOAST TYCOON
12047,4,49035,49,14,2,49,4,1,1,"WORLD OF WARCRAFT, RUNESCAPE, CRASH BANDCOOT",
11416,4,49049,49,17,1,37,6,8,1,"MADDEN O8, HALO 3, NBA LIVE 2008",
6214,4,49035,49,15,2,39,3,6,1,,
19030,4,49011,49,16,1,99,6,5,1,"HALO 2, CALL OF DUTY, LEMMINGS",
6974,4,49035,49,17,1,49,6,8,1,"MARIO KART, DIDDY KONG RACING, ZELDA",ROLLER COASTER TYCOON
18703,4,49035,49,14,1,51,5,7,1,"MONSTER HUNTER FOR PSP, SOCOM, OBLIVION",KEYBOARDING
2671,4,49057,49,15,1,40,5,8,1,"STARWARS: BATTLEFRONT 2, HALO 2, GHOST RECON",
1498,4,49057,49,17,2,44,7,8,1,"BEJEWLED, BUBBLES",
18704,4,49049,49,16,1,31,7,9,1,"NBA LIV 2008, FIFA 08, TIGER WOODS PGA GOLF NBA LIVE, FIFA 08, TIGER WOODS PGA GOLF",
9626,4,49049,49,13,2,46,5,7,1,SOLITAIRE,
10766,4,49049,49,13,2,38,6,5,1,I DON'T KNOW,OREGON TRAIL
9629,4,49049,49,17,2,49,6,7,1,"KINGDOM HEARTS, DARKEST FAIRY, ARCADE GAMES",
11071,4,49049,49,14,1,72,2,1,1,"GRAND THEFT AUTO: SAN ANDREAS, TONYHAWK, GUITAR HERO",CUP STACKING
6578,4,49011,49,14,2,43,3,7,1,"GUITAR HERO, DANCE DANCE REVOLUTION, 2 MOONS",
9512,4,49035,49,14,2,52,6,9,1,"GUITAR HERO, DANCE DANCE REVOLUTION, MARIO PARTY",SIM TOWN AND SIM CITY
8291,4,49035,49,13,2,42,4,8,1,"TYCOON, HAPPY FEET, GUITAR HERO",
18775,1,50027,50,15,2,56,7,7,1,"WORD GAMES LIKE SLIPWORDS, SODUKO, AND SCRABBLE",
10001,3,45037,45,13,1,34,2,4,1,"SMACK DOWN VS. RAW 2008, MLB SLUGFEST 2006, MADDEN 08",MICROTYPE
9740,3,45091,45,13,1,36,3,6,1,"TONY HAWK PROVING GROUNDS, MIDNIGHT CLUB THREE",
2541,3,45055,45,17,1,55,6,5,1,"BATTLEFIELD 2, SPORTS GAMES",
2252,3,45055,45,13,1,43,6,8,1,"MADDEN FOOTBALL, COLLEGE FOOTBALL, GUITAR HERO",A READING GAME
7930,3,45085,45,16,2,60,5,8,1,"BEJEWELED, THE SIMS 2, GRAND THEFT AUTO",SCAVENGER HUNT
4340,3,45075,45,14,1,60,3,2,1,"GODFATHER, NEED FOR SPEED, GRAND THEFT AUTO: SAN ANDREAS",NEED FOR SPEED
7243,3,45079,45,16,1,46,6,7,1,"WORLD OF WARCRAFT, HALO 2, KINGDOM HEARTS",
